dbn,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,collaborative_teachers_percent,supportive_environment_percent,effective_school_leadership_percent,strong_family_community_ties_percent,trust_percent,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,sie_provided,in_bronx,in_brooklyn,in_manhattan,in_queens,in_staten
29Q289,QUEENS UNITED MIDDLE SCHOOL,29,11413,0,0.36700000000000005,,2,1,86,5,91,1,95.0,13.0,75.0,86.0,85.0,84.0,84.0,91.0,1.0,2.34,2.18,66,3,0,2,0,0,0,0,0,2,65,3,0,3,0,0,0,0,0,2,0,0,0,0,1,0
29Q295,P.S./I.S. 295,29,11428,0,0.419,67828.27,11,38,25,28,53,5,96.0,7.0,95.0,85.0,87.0,69.0,81.0,82.0,3.0,2.82,2.85,57,16,0,2,4,10,0,0,0,11,50,15,0,2,2,11,0,0,0,8,1,0,0,0,1,0
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,29,11434,0,0.419,,0,1,86,3,90,3,93.0,27.0,81.0,66.0,81.0,61.0,84.0,80.0,3.0,2.41,2.42,72,1,0,1,0,0,0,0,0,1,71,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,29,11413,0,0.557,,2,1,91,6,97,1,92.0,26.0,84.0,91.0,78.0,90.0,80.0,89.0,2.0,2.21,2.13,134,1,0,1,0,0,0,0,0,1,134,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,29,11413,0,0.547,,3,1,91,6,97,1,92.0,27.0,81.0,85.0,84.0,87.0,75.0,90.0,2.0,2.24,2.13,115,8,0,8,0,0,0,0,0,7,115,3,0,3,0,0,0,0,0,3,0,0,0,0,1,0
30Q010,I.S. 010 HORACE GREELEY,30,11103,0,0.605,,12,23,6,52,58,18,94.0,15.0,93.0,95.0,88.0,88.0,70.0,93.0,4.0,2.59,2.76,270,32,0,0,12,11,9,0,0,13,275,38,0,0,11,16,10,0,0,20,0,0,0,0,1,0
30Q111,P.S. 111 JACOB BLACKWELL,30,11101,1,0.847,26289.11,19,4,41,48,89,6,89.0,45.0,87.0,84.0,84.0,76.0,78.0,83.0,2.0,2.06,2.03,32,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30Q122,P.S. 122 MAMIE FAY,30,11105,0,0.42100000000000004,54818.42,5,30,6,21,27,39,96.0,8.0,90.0,86.0,91.0,71.0,78.0,92.0,4.0,3.38,3.52,84,59,0,0,0,37,13,0,0,32,84,58,0,0,0,40,10,0,0,33,1,0,0,0,1,0
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,30,11106,0,0.7070000000000001,,12,25,15,49,64,10,94.0,20.0,90.0,97.0,91.0,93.0,81.0,96.0,3.0,2.46,2.51,182,19,0,3,3,12,0,0,0,15,181,28,0,1,4,21,0,0,0,24,0,0,0,0,1,0
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,30,11369,0,0.669,53206.46,31,12,13,74,86,2,94.0,20.0,88.0,72.0,87.0,52.0,76.0,77.0,3.0,2.35,2.42,115,13,0,0,11,0,0,0,0,12,115,5,0,0,5,0,0,0,0,3,1,0,0,0,1,0
30Q141,I.S. 141 THE STEINWAY,30,11105,0,0.513,,6,23,4,38,41,34,95.0,12.0,89.0,89.0,85.0,78.0,73.0,87.0,3.0,2.87,3.03,382,61,0,1,12,26,20,0,0,30,375,68,0,0,8,30,27,0,0,33,0,0,0,0,1,0
30Q145,I.S. 145 JOSEPH PULITZER,30,11372,0,0.682,,21,8,1,89,90,2,96.0,9.0,87.0,85.0,86.0,74.0,76.0,86.0,3.0,2.43,2.57,640,40,0,0,37,2,0,0,0,36,662,60,0,0,51,9,0,0,0,54,0,0,0,0,1,0
30Q204,I.S. 204 OLIVER W. HOLMES,30,11106,0,0.745,,15,23,18,53,71,6,93.0,21.0,79.0,76.0,83.0,68.0,76.0,80.0,4.0,2.52,2.66,154,3,0,0,1,2,0,0,0,0,154,12,0,0,4,8,0,0,1,0,0,0,0,0,1,0
30Q227,I.S. 227 LOUIS ARMSTRONG,30,11369,0,0.5539999999999999,,5,14,10,48,59,27,97.0,6.0,94.0,96.0,90.0,93.0,75.0,95.0,4.0,2.91,3.2,406,74,0,0,23,16,28,0,0,51,404,93,0,0,31,26,27,0,0,61,0,0,0,0,1,0
30Q230,I.S. 230,30,11372,0,0.601,,11,37,1,56,57,5,96.0,8.0,90.0,91.0,87.0,85.0,74.0,92.0,4.0,2.79,3.12,423,63,0,0,21,35,6,0,0,45,422,114,0,0,35,71,7,0,3,88,0,0,0,0,1,0
30Q235,ACADEMY FOR NEW AMERICANS,30,11102,0,0.6759999999999999,,99,22,1,61,63,15,96.0,11.0,93.0,96.0,96.0,92.0,84.0,96.0,,1.91,2.34,38,0,0,0,0,0,0,0,0,0,70,3,0,0,1,2,0,0,3,3,0,0,0,0,1,0
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30,11105,0,0.561,,3,34,6,43,49,16,97.0,6.0,90.0,95.0,91.0,78.0,74.0,87.0,3.0,2.88,2.88,79,20,0,0,9,7,2,0,0,13,78,11,0,0,2,7,1,0,0,6,0,0,0,0,1,0
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,30,11101,0,0.563,,7,16,13,51,63,18,94.0,14.0,88.0,94.0,85.0,97.0,85.0,92.0,3.0,2.68,2.8,128,19,0,0,9,5,4,0,0,8,126,17,0,0,7,6,3,0,0,7,0,0,0,0,1,0
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),30,11102,0,0.259,66603.51,1,45,6,9,14,31,96.0,4.0,94.0,97.0,95.0,95.0,93.0,99.0,,3.73,3.99,22,14,0,0,0,10,0,0,0,5,22,12,0,0,0,8,0,0,0,4,1,0,0,0,1,0
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,30,11106,0,0.276,,0,49,2,15,17,31,98.0,1.0,88.0,81.0,90.0,74.0,70.0,89.0,4.0,3.91,4.07,106,73,0,0,6,45,19,0,0,23,106,79,0,0,6,51,19,0,0,30,0,0,0,0,1,0
31R002,I.S. R002 GEORGE L. EGBERT,31,10306,0,0.526,,5,11,6,29,34,54,93.0,20.0,83.0,92.0,82.0,78.0,75.0,89.0,3.0,2.7,2.6,264,32,0,0,11,4,16,0,0,14,265,30,0,0,9,9,11,0,1,17,0,0,0,0,0,1
31R007,I.S. 007 ELIAS BERNSTEIN,31,10312,0,0.239,,1,4,1,7,7,88,94.0,15.0,94.0,93.0,88.0,84.0,76.0,91.0,3.0,3.1,3.22,382,79,0,0,1,5,72,0,0,15,378,94,0,0,1,10,82,0,0,17,0,0,0,0,0,1
31R024,I.S. 024 MYRA S. BARNES,31,10308,0,0.254,,2,3,1,12,13,83,94.0,15.0,90.0,90.0,82.0,83.0,73.0,89.0,3.0,2.85,2.88,430,79,0,0,2,2,73,0,0,12,426,84,0,0,7,6,69,0,0,18,0,0,0,0,0,1
31R027,I.S. 027 ANNING S. PRALL,31,10310,0,0.557,,5,10,24,40,63,25,92.0,26.0,84.0,87.0,79.0,75.0,69.0,86.0,3.0,2.64,2.53,335,52,0,5,9,12,26,0,0,20,334,54,0,5,8,18,22,1,0,24,0,0,0,0,0,1
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31,10304,0,0.705,,3,9,52,31,83,7,93.0,23.0,93.0,87.0,91.0,90.0,87.0,91.0,,2.38,2.43,56,2,0,0,0,0,0,0,0,2,56,4,0,1,0,0,0,0,0,2,0,0,0,0,0,1
31R034,I.S. 034 TOTTENVILLE,31,10307,0,0.225,,1,4,0,11,11,85,93.0,22.0,90.0,85.0,84.0,78.0,72.0,87.0,4.0,3.0,3.02,366,79,0,0,4,0,69,0,0,13,357,87,0,0,4,0,78,0,1,18,0,0,0,0,0,1
31R048,P.S. 048 WILLIAM G. WILCOX,31,10304,0,0.33399999999999996,72831.32,6,17,4,18,22,59,95.0,10.0,94.0,93.0,88.0,92.0,87.0,94.0,3.0,3.04,3.25,90,13,0,0,0,0,8,0,0,2,90,25,0,0,0,0,16,0,0,7,1,0,0,0,0,1
31R049,I.S. 49 BERTA A. DREYFUS,31,10304,0,0.745,,10,11,35,41,76,12,91.0,30.0,81.0,80.0,82.0,69.0,68.0,84.0,3.0,2.31,2.19,237,11,0,2,4,0,2,0,0,7,247,9,0,1,3,0,1,0,1,8,0,0,0,0,0,1
31R051,I.S. 051 EDWIN MARKHAM,31,10302,0,0.604,,8,6,22,44,66,27,91.0,29.0,85.0,86.0,80.0,80.0,77.0,88.0,3.0,2.47,2.32,376,19,0,0,5,0,9,0,0,8,358,20,0,1,2,0,13,0,0,6,0,0,0,0,0,1
31R061,I.S. 061 WILLIAM A MORRIS,31,10301,0,0.7170000000000001,,9,5,34,44,78,16,91.0,29.0,81.0,85.0,81.0,75.0,74.0,86.0,3.0,2.45,2.32,370,16,0,6,3,0,6,0,0,6,380,4,0,1,0,0,2,0,0,2,0,0,0,0,0,1
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,31,10314,0,0.317,,0,10,7,20,27,62,95.0,10.0,94.0,88.0,90.0,85.0,76.0,86.0,4.0,3.03,3.01,134,22,0,0,3,6,10,0,0,6,135,28,0,0,3,9,13,0,0,13,0,0,0,0,0,1
31R072,I.S. 072 ROCCO LAURIE,31,10314,0,0.366,,4,20,5,24,29,50,94.0,17.0,89.0,93.0,86.0,87.0,69.0,93.0,4.0,2.83,2.79,403,47,0,0,7,21,18,0,0,23,397,44,0,0,9,23,11,0,1,27,0,0,0,0,0,1
31R075,I.S. 075 FRANK D. PAULO,31,10312,0,0.207,,1,9,1,10,11,79,95.0,12.0,92.0,94.0,85.0,90.0,74.0,92.0,4.0,3.05,3.16,492,96,0,0,8,20,67,0,0,33,486,139,0,0,12,26,101,0,0,45,0,0,0,0,0,1
31R080,THE MICHAEL J. PETRIDES SCHOOL,31,10301,0,0.366,67750.03,1,8,20,22,42,48,95.0,10.0,93.0,92.0,87.0,90.0,80.0,92.0,3.0,2.83,2.88,90,12,0,0,2,1,9,0,0,4,89,12,0,0,1,3,8,0,0,5,1,0,0,0,0,1
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31,10314,0,0.569,67543.01,4,12,21,41,63,23,94.0,17.0,94.0,91.0,85.0,82.0,81.0,90.0,4.0,2.79,2.91,101,11,1,1,5,0,4,0,0,5,101,24,2,3,12,0,5,0,0,17,1,0,0,0,0,1
32K045,P.S./I.S. 045 HORACE E. GREENE,32,11207,0,0.8240000000000001,37020.6,14,2,48,47,95,1,90.0,37.0,90.0,89.0,95.0,78.0,85.0,94.0,3.0,2.4,2.49,68,2,0,2,0,0,0,0,0,1,70,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0
32K162,J.H.S. 162 THE WILLOUGHBY,32,11237,0,0.845,,21,2,3,92,95,2,91.0,31.0,89.0,83.0,84.0,78.0,77.0,86.0,3.0,2.23,2.23,131,1,0,0,1,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32K291,J.H.S. 291 ROLAND HAYES,32,11221,1,0.8390000000000001,,30,1,15,81,96,3,89.0,36.0,96.0,97.0,88.0,89.0,78.0,93.0,3.0,2.17,2.1,91,1,0,0,1,0,0,0,0,1,99,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32K347,I.S. 347 SCHOOL OF HUMANITIES,32,11221,0,0.821,,18,2,7,89,96,1,92.0,24.0,86.0,90.0,82.0,84.0,81.0,93.0,3.0,2.25,2.3,83,1,0,0,1,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32K349,"I.S. 349 MATH, SCIENCE & TECH.",32,11211,1,0.863,,30,0,4,95,99,0,94.0,18.0,85.0,91.0,83.0,79.0,78.0,92.0,3.0,2.25,2.26,88,1,0,0,1,0,0,0,0,1,94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,32,11221,0,0.8190000000000001,36894.07,19,1,12,85,97,2,91.0,32.0,90.0,85.0,85.0,73.0,81.0,89.0,2.0,2.14,2.22,50,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
32K383,J.H.S. 383 PHILIPPA SCHUYLER,32,11237,0,0.643,,2,5,43,50,93,1,96.0,10.0,89.0,90.0,85.0,84.0,77.0,92.0,2.0,2.9,2.72,293,50,0,17,27,0,0,0,0,34,293,30,0,8,15,0,0,0,0,23,0,0,1,0,0,0
32K384,P.S. /I.S. 384 FRANCES E. CARTER,32,11207,0,0.863,36830.45,25,2,12,85,97,1,93.0,23.0,88.0,91.0,93.0,78.0,79.0,92.0,3.0,2.39,2.37,59,2,0,0,1,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,32,11237,0,0.667,,2,6,11,77,89,5,97.0,8.0,92.0,99.0,96.0,92.0,83.0,98.0,3.0,3.28,3.47,60,22,0,2,18,0,0,0,0,20,60,19,0,2,15,0,0,0,0,17,0,0,1,0,0,0
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,32,11207,0,0.848,,25,1,28,69,96,2,92.0,25.0,88.0,95.0,89.0,92.0,79.0,95.0,2.0,2.11,1.95,87,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
84K037,BEGINNING WITH CHILDREN CHARTER SCHOOL II,14,11206,0,0.795,40077.78,21,2,31,65,96,1,95.0,14.0,94.0,98.0,100.0,92.0,90.0,98.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,14,11206,0,0.7140000000000001,38458.24,3,1,70,25,95,1,100.0,0.0,91.0,93.0,99.0,85.0,95.0,95.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K129,SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,15,11201,0,0.43200000000000005,70496.26,3,5,33,30,63,29,100.0,0.0,90.0,92.0,100.0,84.0,95.0,96.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K182,SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,14,11211,0,0.674,44501.44,6,3,32,54,85,9,100.0,0.0,97.0,96.0,100.0,86.0,97.0,99.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K333,EXPLORE EXCEED CHARTER SCHOOL,17,11238,0,0.716,45240.23,5,3,78,16,94,0,94.0,16.0,92.0,93.0,92.0,88.0,86.0,96.0,2.0,2.23,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,14,11211,0,0.713,,4,0,35,63,98,2,97.0,4.0,91.0,97.0,87.0,93.0,85.0,95.0,4.0,2.62,2.97,83,8,0,0,6,0,0,0,0,5,83,15,0,0,12,0,0,0,0,11,0,0,1,0,0,0
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,17,11203,0,0.57,44077.39,0,0,95,4,99,0,98.0,1.0,84.0,84.0,81.0,77.0,85.0,85.0,3.0,2.59,2.93,86,9,0,0,0,0,0,0,0,5,86,22,0,0,0,0,0,0,0,15,1,0,1,0,0,0
84K357,KIPP AMP CHARTER SCHOOL,17,11213,0,0.7190000000000001,36954.18,1,1,87,9,96,1,95.0,16.0,84.0,82.0,81.0,77.0,83.0,90.0,4.0,2.48,2.73,83,5,0,5,0,0,0,0,0,4,83,14,0,10,2,0,0,0,0,12,1,0,1,0,0,0
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,19,11207,0,0.693,35515.31,1,0,82,16,98,0,98.0,2.0,91.0,91.0,86.0,84.0,89.0,89.0,3.0,2.69,2.95,64,12,0,0,0,0,0,0,0,9,64,21,0,0,0,0,0,0,0,16,1,0,1,0,0,0
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,16,11213,0,0.748,,3,0,83,15,98,1,95.0,13.0,80.0,83.0,80.0,84.0,78.0,87.0,2.0,2.16,2.2,90,1,0,1,0,0,0,0,0,0,90,3,0,3,0,0,0,0,0,1,0,0,1,0,0,0
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,15,11215,0,0.484,52361.11,3,3,26,40,66,28,96.0,7.0,96.0,94.0,94.0,91.0,85.0,95.0,4.0,2.94,3.34,46,4,0,1,1,0,0,0,0,1,46,5,0,2,1,0,0,0,0,1,1,0,1,0,0,0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,14,11206,0,0.75,38902.22,4,1,69,27,96,1,0.0,100.0,100.0,96.0,96.0,89.0,96.0,97.0,,3.3,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K379,EXPLORE EXCEL CHARTER SCHOOL,18,11236,0,0.5379999999999999,57512.74,4,1,90,5,96,0,96.0,10.0,83.0,81.0,78.0,79.0,84.0,87.0,2.0,2.28,2.5,58,3,0,2,0,0,0,0,0,2,58,3,0,2,0,0,0,0,0,2,1,0,1,0,0,0
84K386,INVICTUS PREPARATORY CHARTER SCHOOL,19,11208,0,0.703,,3,2,76,19,96,0,95.0,14.0,78.0,71.0,80.0,65.0,79.0,79.0,2.0,2.3,2.44,78,3,0,0,0,0,0,0,0,2,77,6,0,3,0,0,0,0,0,5,0,0,1,0,0,0
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,13,11238,0,0.6920000000000001,42984.69,0,1,88,11,99,0,98.0,1.0,94.0,93.0,84.0,90.0,88.0,92.0,3.0,2.62,2.98,84,5,0,3,1,0,0,0,0,5,84,10,0,8,1,0,0,0,0,7,1,0,1,0,0,0
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,13,11216,0,0.6729999999999999,41399.29,2,1,87,9,96,1,96.0,12.0,92.0,89.0,94.0,83.0,87.0,94.0,4.0,2.79,3.3,66,15,0,10,3,0,0,0,0,10,67,20,0,14,4,0,0,0,0,14,1,0,1,0,0,0
84K536,COMMUNITY ROOTS CHARTER SCHOOL,13,11205,0,0.36200000000000004,61778.93,2,4,33,16,48,39,100.0,0.0,91.0,93.0,86.0,89.0,97.0,93.0,3.0,2.86,2.86,54,7,0,0,0,0,4,0,0,0,54,4,0,0,0,0,3,0,0,0,1,0,1,0,0,0
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,32,11237,0,0.718,,8,1,38,60,99,0,98.0,1.0,93.0,93.0,90.0,88.0,89.0,94.0,4.0,2.73,3.27,90,13,0,0,9,0,0,0,0,10,90,49,0,0,36,0,0,0,0,43,0,0,1,0,0,0
84K593,EXCELLENCE BOYS CHARTER SCHOOL,16,11233,0,0.652,41262.87,2,2,88,8,96,1,94.0,0.0,89.0,88.0,77.0,84.0,86.0,85.0,3.0,2.63,3.2,70,3,0,3,0,0,0,0,0,3,71,15,0,14,0,0,0,0,0,6,1,0,1,0,0,0
84K608,KINGS COLLEGIATE CHARTER SCHOOL,18,11212,0,0.47700000000000004,,1,0,97,2,99,0,97.0,5.0,84.0,89.0,86.0,89.0,85.0,94.0,4.0,2.67,2.99,83,6,0,6,0,0,0,0,0,5,83,18,0,18,0,0,0,0,0,15,0,0,1,0,0,0
84K648,BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,16,11221,0,0.69,,2,1,77,18,95,0,97.0,6.0,93.0,97.0,88.0,91.0,89.0,93.0,3.0,2.49,2.8,74,1,0,1,0,0,0,0,0,1,74,16,0,8,0,0,0,0,0,9,0,0,1,0,0,0
84K651,PAVE ACADEMY CHARTER SCHOOL,15,11231,0,0.7759999999999999,33133.86,5,2,42,52,94,3,97.0,0.0,90.0,84.0,83.0,78.0,88.0,92.0,3.0,2.56,2.84,45,7,0,0,4,0,0,0,0,3,45,7,0,0,5,0,0,0,0,4,1,0,1,0,0,0
84K652,BROOKLYN ASCEND CHARTER SCHOOL,18,11212,0,0.606,45876.16,1,1,95,3,98,0,97.0,4.0,84.0,87.0,83.0,80.0,84.0,89.0,2.0,2.55,2.56,78,6,0,0,0,0,0,0,0,3,78,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K703,BEGINNING WITH CHILDREN CHARTER SCHOOL,14,11206,0,0.812,34663.34,7,2,38,57,95,2,100.0,0.0,88.0,89.0,84.0,87.0,89.0,90.0,2.0,2.32,2.34,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K704,EXPLORE CHARTER SCHOOL,17,11226,0,0.5579999999999999,44870.01,5,0,84,12,96,0,96.0,11.0,83.0,84.0,78.0,73.0,87.0,85.0,2.0,2.36,2.65,50,3,0,2,0,0,0,0,0,1,50,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,15,11218,0,0.354,,2,6,15,34,49,37,96.0,7.0,85.0,91.0,87.0,92.0,86.0,94.0,3.0,2.82,3.05,102,6,0,1,1,1,2,1,0,2,99,20,0,1,5,4,8,2,0,5,0,0,1,0,0,0
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,23,11212,0,0.7190000000000001,,3,1,72,18,90,1,96.0,6.0,88.0,88.0,83.0,85.0,85.0,91.0,3.0,2.47,2.75,71,6,0,4,2,0,0,0,0,6,71,5,0,4,1,0,0,0,0,3,0,0,1,0,0,0
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,23,11212,0,0.792,33307.62,1,0,84,14,98,0,96.0,10.0,90.0,88.0,83.0,83.0,87.0,89.0,3.0,2.62,3.25,72,4,0,3,1,0,0,0,0,4,72,6,0,5,1,0,0,0,0,6,1,0,1,0,0,0
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,16,11221,0,0.68,40473.95,2,2,84,11,95,1,94.0,18.0,93.0,93.0,84.0,88.0,89.0,88.0,3.0,2.99,3.48,75,13,0,9,3,0,0,0,0,7,74,15,1,11,2,0,0,0,0,7,1,0,1,0,0,0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,15,11231,0,0.753,,3,0,49,43,92,3,89.0,36.0,87.0,85.0,83.0,86.0,88.0,90.0,2.0,2.27,2.45,34,0,0,0,0,0,0,0,0,0,34,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,16,11221,0,0.6990000000000001,38826.92,2,1,86,12,97,1,95.0,14.0,84.0,79.0,81.0,73.0,81.0,86.0,2.0,2.35,2.37,74,2,0,1,1,0,0,0,0,1,71,6,0,5,1,0,0,0,0,5,1,0,1,0,0,0
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,23,11212,0,0.758,33699.66,1,1,87,11,98,0,95.0,9.0,85.0,87.0,86.0,84.0,83.0,92.0,2.0,2.48,2.65,84,2,0,2,0,0,0,0,0,0,83,4,0,4,0,0,0,0,0,2,1,0,1,0,0,0
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,19,11208,0,0.71,33468.7,1,6,69,23,92,0,95.0,12.0,87.0,88.0,83.0,84.0,89.0,92.0,3.0,2.45,2.73,77,1,0,1,0,0,0,0,0,1,78,3,0,2,0,0,0,0,0,1,1,0,1,0,0,0
84K742,EXPLORE EMPOWER CHARTER SCHOOL,17,11213,0,0.78,35280.22,4,1,89,8,97,1,94.0,17.0,80.0,72.0,80.0,56.0,83.0,75.0,2.0,2.28,2.37,56,5,0,5,0,0,0,0,0,4,56,4,0,4,0,0,0,0,0,4,1,0,1,0,0,0
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,21,11223,0,0.7070000000000001,,3,9,40,32,72,16,95.0,28.0,86.0,89.0,82.0,85.0,84.0,92.0,4.0,2.52,2.81,83,6,0,1,1,1,3,0,0,3,84,9,0,2,1,2,4,0,0,6,0,0,1,0,0,0
84K757,UNITY PREP CHARTER SCHOOL,13,11221,0,0.7390000000000001,,4,2,78,17,95,1,94.0,21.0,81.0,87.0,89.0,87.0,83.0,92.0,3.0,2.26,2.32,102,1,0,1,0,0,0,0,0,0,104,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0
84K758,BROOKLYN URBAN GARDEN CHARTER SCHOOL,15,11215,0,0.485,,3,7,33,33,66,23,96.0,8.0,75.0,82.0,83.0,85.0,88.0,89.0,2.0,2.53,2.5,68,2,0,0,1,0,1,0,0,0,65,4,0,0,1,0,2,0,0,1,0,0,1,0,0,0
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,19,11207,0,0.8009999999999999,30822.3,9,1,71,27,98,1,94.0,25.0,79.0,69.0,83.0,63.0,86.0,83.0,2.0,2.4,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,19,11208,0,0.748,36379.99,7,4,68,26,94,1,98.0,2.0,83.0,86.0,92.0,81.0,95.0,92.0,3.0,2.52,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,23,11212,0,0.745,37886.74,3,0,84,13,96,1,95.0,16.0,96.0,95.0,87.0,91.0,90.0,91.0,4.0,2.89,3.59,73,7,0,5,2,0,0,0,0,4,73,26,0,16,10,0,0,0,0,22,1,0,1,0,0,0
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,23,11233,0,0.682,,1,1,88,6,94,1,97.0,0.0,93.0,92.0,84.0,90.0,87.0,92.0,3.0,2.63,3.0,75,9,0,7,0,0,0,0,0,8,75,16,0,13,1,0,0,0,0,14,0,0,1,0,0,0
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,13,11238,0,0.627,,2,1,82,9,90,1,97.0,4.0,89.0,92.0,83.0,87.0,86.0,93.0,3.0,2.6,2.74,77,7,0,6,0,0,0,0,0,5,78,6,0,4,0,0,0,0,0,4,0,0,1,0,0,0
