dbn,grade_7_enrollment,num_shsat_test_takers,offers_per_student,pct_test_takers,high_registrations,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,rigorous_instruction_rating,collaborative_teachers_percent,collaborative_teachers_rating,supportive_environment_percent,supportive_environment_rating,effective_school_leadership_percent,effective_school_leadership_rating,strong_family_community_ties_percent,strong_family_community_ties_rating,trust_percent,trust_rating,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,number_of_students_english,number_of_students_math,number_of_students_science,number_of_students_social_studies,number_of_classes_english,number_of_classes_math,number_of_classes_science,number_of_classes_social_studies,average_class_size_english,average_class_size_math,average_class_size_science,average_class_size_social_studies,school_pupil_teacher_ratio
11X532,100,15,0,13,0,BAYCHESTER MIDDLE SCHOOL,11,10466,0,0.7020000000000001,,5,1,68,27,95,1,93.0,26.0,85.0,3.0,83.0,3.0,89.0,3.0,80.0,2.0,80.0,3.0,84.0,3.0,3.0,2.25,2.52,91,1,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,456.0,301.0,301.0,19.0,22.0,12.0,12.0,2.0,20.727272727272727,25.08333333333333,25.08333333333333,9.5,11.8
17K382,54,15,0,12,0,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,17,11226,0,0.684,,9,1,81,15,96,1,95.0,17.0,79.0,2.0,76.0,2.0,75.0,2.0,68.0,2.0,70.0,2.0,77.0,1.0,3.0,2.27,2.27,44,3,0,3,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,0,224.0,212.0,146.0,140.0,10.0,9.0,6.0,6.0,22.4,23.555555555555557,24.33333333333333,23.33333333333333,14.900000000000002
17K590,116,15,0,4,0,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,17,11225,0,0.464,,1,3,88,5,93,1,97.0,4.0,87.0,4.0,89.0,3.0,79.0,3.0,80.0,3.0,81.0,,85.0,,3.0,3.4,3.41,99,33,5,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,305.0,305.0,239.0,305.0,12.0,12.0,10.0,12.0,25.41666666666667,25.41666666666667,23.9,25.41666666666667,19.1
19K654,106,15,0,16,0,VAN SICLEN COMMUNITY MIDDLE SCHOOL,19,11207,0,0.78,,14,2,68,28,96,2,90.0,33.0,86.0,3.0,96.0,3.0,83.0,3.0,93.0,4.0,80.0,3.0,95.0,4.0,2.0,1.96,1.95,110,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,312.0,327.0,327.0,297.0,14.0,14.0,12.0,12.0,22.285714285714285,23.357142857142854,27.25,24.75,16.699999999999996
21K468,97,15,0,7,0,KINGSBOROUGH EARLY COLLEGE SCHOOL,21,11214,0,0.564,,1,8,24,27,51,40,93.0,21.0,94.0,4.0,98.0,4.0,77.0,3.0,95.0,4.0,72.0,2.0,91.0,3.0,3.0,2.61,2.65,75,3,0,0,1,0,0,0,0,2,75,2,0,0,0,0,0,0,0,0,286.0,286.0,286.0,286.0,12.0,12.0,12.0,12.0,23.83333333333333,23.83333333333333,23.83333333333333,23.83333333333333,16.3
27Q262,132,15,0,6,0,CHANNEL VIEW SCHOOL FOR RESEARCH,27,11694,0,0.551,,2,7,49,28,78,13,95.0,14.0,94.0,4.0,96.0,4.0,88.0,3.0,90.0,4.0,77.0,3.0,94.0,4.0,2.0,2.63,2.47,81,1,0,1,0,0,0,0,0,1,82,1,0,0,0,0,0,0,0,1,314.0,423.0,314.0,314.0,12.0,17.0,12.0,12.0,26.16666666666667,24.882352941176467,26.16666666666667,26.16666666666667,14.0
01M450,105,16,0,8,0,EAST SIDE COMMUNITY SCHOOL,1,10009,0,0.61,,1,11,21,53,74,12,97.0,5.0,92.0,4.0,95.0,4.0,92.0,4.0,96.0,4.0,88.0,4.0,95.0,4.0,4.0,2.82,2.9,80,7,0,1,2,0,4,0,0,4,78,9,0,2,0,0,3,0,0,5,306.0,309.0,300.0,300.0,13.0,16.0,13.0,15.0,23.538461538461537,19.3125,23.07692307692308,20.0,13.7
05M161,127,16,0,12,0,P.S. 161 PEDRO ALBIZU CAMPOS,5,10027,0,0.875,29854.02,27,3,18,77,95,1,91.0,35.0,89.0,3.0,89.0,3.0,85.0,3.0,79.0,3.0,86.0,3.0,90.0,3.0,3.0,2.28,2.38,100,4,0,0,3,0,0,0,0,3,101,1,0,0,1,0,0,0,0,1,412.0,362.0,388.0,362.0,18.0,16.0,17.0,15.0,22.88888888888889,22.625,22.823529411764714,24.13333333333333,11.400000000000004
06M346,99,16,0,7,0,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,6,10033,0,0.85,,19,1,7,91,98,1,93.0,20.0,87.0,3.0,95.0,4.0,89.0,3.0,91.0,4.0,80.0,3.0,95.0,4.0,3.0,2.31,2.23,81,0,0,0,0,0,0,0,0,0,82,1,0,0,1,0,0,0,0,0,271.0,275.0,191.0,275.0,11.0,11.0,8.0,11.0,24.63636363636364,25.0,23.875,25.0,13.199999999999998
09X303,99,16,0,12,0,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,9,10453,0,0.901,,16,0,23,75,98,1,92.0,27.0,82.0,3.0,93.0,4.0,86.0,3.0,92.0,4.0,80.0,3.0,93.0,3.0,3.0,2.27,2.29,78,2,0,1,1,0,0,0,0,0,77,1,0,1,0,0,0,0,0,0,655.0,360.0,389.0,329.0,24.0,13.0,15.0,12.0,27.29166666666667,27.69230769230769,25.93333333333333,27.41666666666667,9.7
09X325,81,16,0,13,0,URBAN SCIENCE ACADEMY,9,10456,1,0.8909999999999999,,36,1,30,67,97,1,90.0,36.0,77.0,2.0,75.0,2.0,84.0,2.0,72.0,2.0,84.0,3.0,87.0,3.0,2.0,2.0,1.97,90,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,609.0,304.0,254.0,255.0,31.0,15.0,13.0,13.0,19.645161290322577,20.266666666666666,19.53846153846154,19.615384615384613,8.700000000000001
18K068,120,16,0,11,0,I.S. 068 ISAAC BILDERSEE,18,11236,0,0.59,,15,1,90,5,95,3,92.0,25.0,81.0,2.0,88.0,3.0,77.0,2.0,75.0,2.0,77.0,2.0,88.0,3.0,3.0,2.22,2.14,126,1,0,1,0,0,0,0,0,1,133,0,0,0,0,0,0,0,0,0,421.0,399.0,399.0,399.0,19.0,18.0,18.0,18.0,22.157894736842106,22.16666666666667,22.16666666666667,22.16666666666667,10.0
19K678,84,16,0,21,0,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,19,11208,0,0.845,,5,4,59,37,96,0,92.0,32.0,86.0,3.0,96.0,3.0,93.0,3.0,91.0,4.0,83.0,3.0,96.0,4.0,2.0,2.19,2.07,85,1,0,1,0,0,0,0,0,1,86,1,0,1,0,0,0,0,0,1,171.0,250.0,335.0,,7.0,10.0,13.0,,24.42857142857143,25.0,25.76923076923077,,11.8
24Q311,294,16,0,13,0,CORONA ARTS AND SCIENCES ACADEMY,24,11373,0,0.7859999999999999,,18,4,1,94,95,1,98.0,1.0,98.0,3.0,98.0,3.0,89.0,4.0,96.0,4.0,80.0,3.0,96.0,4.0,3.0,2.47,2.54,117,7,0,0,6,0,0,0,0,0,119,4,0,0,3,0,0,0,0,0,543.0,511.0,511.0,584.0,19.0,18.0,18.0,21.0,28.578947368421048,28.38888888888889,28.38888888888889,27.809523809523807,15.599999999999996
25Q285,81,16,0,9,0,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25,11358,0,0.293,,1,18,5,26,31,50,95.0,11.0,92.0,4.0,92.0,4.0,83.0,3.0,85.0,3.0,76.0,2.0,91.0,3.0,3.0,2.84,2.87,69,8,0,0,2,5,1,0,0,6,69,7,0,0,2,4,1,0,0,5,324.0,234.0,235.0,235.0,12.0,9.0,9.0,9.0,27.0,26.0,26.11111111111111,26.11111111111111,15.0
27Q053,90,16,0,13,0,M.S. 053 BRIAN PICCOLO,27,11691,1,0.738,,15,1,61,37,97,1,90.0,37.0,88.0,3.0,86.0,3.0,88.0,3.0,76.0,2.0,76.0,2.0,89.0,3.0,3.0,2.14,2.03,109,1,0,1,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,610.0,607.0,306.0,306.0,33.0,33.0,18.0,17.0,18.484848484848484,18.393939393939394,17.0,18.0,8.700000000000001
02M933,85,17,0,22,0,CITY KNOLL MIDDLE SCHOOL,2,10001,0,0.613,,7,10,20,47,67,20,95.0,19.0,90.0,,95.0,,80.0,,93.0,,78.0,,93.0,,,2.7,2.58,75,8,0,1,3,0,2,0,0,6,76,7,0,0,2,0,2,0,0,5,250.0,266.0,250.0,250.0,7.0,9.0,8.0,9.0,35.714285714285715,29.555555555555557,31.25,27.777777777777782,12.099999999999998
06M143,93,17,0,15,0,J.H.S. 143 ELEANOR ROOSEVELT,6,10033,0,0.8490000000000001,,52,0,1,96,97,3,91.0,24.0,82.0,2.0,83.0,3.0,81.0,3.0,78.0,2.0,76.0,2.0,86.0,2.0,3.0,2.12,2.06,102,2,0,0,0,0,0,0,0,1,113,0,0,0,0,0,0,0,0,0,302.0,469.0,314.0,342.0,16.0,20.0,14.0,15.0,18.875,23.45,22.428571428571423,22.8,10.400000000000002
08X375,85,17,0,23,0,THE BRONX MATHEMATICS PREPARATORY SCHOOL,8,10473,1,0.818,,17,2,33,63,97,0,89.0,40.0,79.0,1.0,75.0,1.0,79.0,2.0,65.0,1.0,76.0,2.0,81.0,2.0,2.0,2.17,2.01,79,2,0,1,1,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,238.0,238.0,238.0,238.0,13.0,13.0,13.0,13.0,18.30769230769231,18.30769230769231,18.30769230769231,18.30769230769231,9.0
10X391,160,17,0,8,0,THE ANGELO PATRI MIDDLE SCHOOL,10,10457,1,0.911,,36,1,25,72,97,1,90.0,35.0,86.0,2.0,84.0,2.0,82.0,2.0,78.0,2.0,80.0,3.0,88.0,3.0,3.0,2.09,1.98,160,3,0,0,3,0,0,0,0,3,168,7,0,0,6,0,0,0,0,6,1247.0,1048.0,552.0,526.0,62.0,51.0,27.0,26.0,20.11290322580645,20.549019607843142,20.444444444444443,20.23076923076923,11.099999999999996
12X242,102,17,0,8,0,MOTT HALL V,12,10472,0,0.795,,10,4,18,76,94,1,94.0,22.0,82.0,3.0,87.0,4.0,89.0,4.0,80.0,3.0,74.0,2.0,92.0,4.0,3.0,2.36,2.31,100,6,0,1,5,0,0,0,0,5,100,1,0,0,1,0,0,0,0,1,308.0,300.0,300.0,300.0,13.0,12.0,12.0,12.0,23.69230769230769,25.0,25.0,25.0,11.5
13K691,60,17,0,22,0,FORT GREENE PREPARATORY ACADEMY,13,11205,0,0.701,,7,2,65,28,93,4,93.0,22.0,74.0,2.0,78.0,2.0,76.0,2.0,70.0,2.0,82.0,3.0,84.0,2.0,2.0,2.27,2.11,78,2,0,1,1,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,216.0,234.0,239.0,216.0,9.0,10.0,10.0,9.0,24.0,23.4,23.9,24.0,9.1
18K598,48,17,0,32,0,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,18,11203,0,0.608,,5,2,89,7,96,2,92.0,23.0,85.0,3.0,88.0,3.0,83.0,3.0,83.0,3.0,80.0,3.0,87.0,2.0,3.0,2.36,2.09,60,1,0,1,0,0,0,0,0,1,62,3,0,3,0,0,0,0,0,2,310.0,310.0,155.0,150.0,11.0,22.0,7.0,7.0,28.181818181818183,14.090909090909092,22.142857142857146,21.428571428571427,14.300000000000004
19K089,49,17,0,31,0,P.S. 089 CYPRESS HILLS,19,11207,0,0.8240000000000001,38667.98,41,1,3,95,98,0,95.0,10.0,83.0,2.0,85.0,4.0,91.0,4.0,72.0,2.0,85.0,3.0,90.0,3.0,3.0,2.2,2.27,49,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,487.0,165.0,192.0,165.0,20.0,8.0,9.0,7.0,24.35,20.625,21.33333333333333,23.57142857142857,10.900000000000004
21K099,70,17,0,16,0,P.S. 099 ISAAC ASIMOV,21,11230,0,0.695,37038.11,31,41,8,18,26,32,92.0,28.0,99.0,4.0,100.0,4.0,96.0,3.0,96.0,4.0,80.0,2.0,97.0,4.0,3.0,2.62,2.86,80,5,0,0,2,1,0,0,0,4,84,11,0,0,3,4,0,0,0,7,496.0,339.0,243.0,253.0,22.0,16.0,11.0,12.0,22.54545454545455,21.1875,22.09090909090909,21.08333333333333,15.7
29Q355,93,17,0,16,0,COLLABORATIVE ARTS MIDDLE SCHOOL,29,11413,0,0.557,,2,1,91,6,97,1,92.0,26.0,84.0,3.0,91.0,3.0,78.0,2.0,90.0,3.0,80.0,3.0,89.0,3.0,2.0,2.21,2.13,134,1,0,1,0,0,0,0,0,1,134,1,0,1,0,0,0,0,0,1,17.0,565.0,518.0,,2.0,28.0,26.0,,8.5,20.178571428571427,19.923076923076927,,12.7
06M209,92,18,0,21,0,HAMILTON GRANGE MIDDLE SCHOOL,6,10031,0,0.7859999999999999,,34,1,11,85,96,3,96.0,10.0,73.0,,78.0,,79.0,,70.0,,79.0,,85.0,,,2.09,2.31,65,2,0,0,2,0,0,0,0,1,68,1,0,0,1,0,0,0,0,1,,245.0,245.0,,,9.0,9.0,,,27.222222222222218,27.222222222222218,,13.2
07X223,100,18,0,9,0,M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,7,10454,0,0.866,,9,0,20,79,99,1,95.0,12.0,84.0,3.0,76.0,3.0,85.0,4.0,71.0,2.0,75.0,2.0,82.0,2.0,3.0,2.62,2.68,94,8,0,0,7,0,0,0,0,0,93,4,0,0,4,0,0,0,0,0,303.0,356.0,303.0,303.0,11.0,12.0,11.0,11.0,27.54545454545455,29.66666666666667,27.54545454545455,27.54545454545455,12.3
09X361,135,18,0,13,0,THE HIGHBRIDGE GREEN SCHOOL,9,10452,0,0.8859999999999999,,20,1,25,73,98,1,94.0,20.0,94.0,4.0,93.0,3.0,94.0,4.0,94.0,4.0,85.0,3.0,95.0,4.0,3.0,2.27,2.17,117,3,0,0,3,0,0,0,0,0,117,1,0,0,1,0,0,0,0,0,691.0,832.0,389.0,390.0,31.0,32.0,15.0,15.0,22.29032258064516,26.0,25.93333333333333,26.0,10.5
10X243,93,18,0,8,0,WEST BRONX ACADEMY FOR THE FUTURE,10,10458,0,0.851,,11,2,20,75,95,2,92.0,25.0,84.0,2.0,85.0,3.0,81.0,3.0,82.0,3.0,74.0,2.0,89.0,3.0,3.0,2.35,2.32,86,1,0,0,1,0,0,0,0,0,85,1,0,0,1,0,0,0,0,0,422.0,375.0,268.0,268.0,19.0,15.0,11.0,11.0,22.210526315789476,25.0,24.363636363636363,24.363636363636363,12.5
12X318,96,18,0,17,0,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",12,10457,0,0.878,,19,1,27,70,97,2,88.0,38.0,85.0,3.0,79.0,3.0,83.0,2.0,73.0,2.0,79.0,3.0,90.0,3.0,3.0,2.15,2.16,85,1,0,0,1,0,0,0,0,0,86,2,0,1,1,0,0,0,0,0,574.0,564.0,371.0,282.0,23.0,22.0,14.0,10.0,24.956521739130434,25.63636363636364,26.5,28.2,12.199999999999996
14K084,68,18,0,26,0,P.S. 084 JOSE DE DIEGO,14,11211,0,0.5770000000000001,57582.52,17,3,3,62,65,27,93.0,23.0,93.0,3.0,93.0,4.0,92.0,3.0,84.0,3.0,89.0,3.0,94.0,4.0,2.0,2.43,2.45,55,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,414.0,219.0,293.0,220.0,15.0,9.0,12.0,9.0,27.6,24.33333333333333,24.41666666666667,24.444444444444446,9.8
15K136,160,18,0,10,0,I.S. 136 CHARLES O. DEWEY,15,11232,0,0.809,,36,6,3,84,87,7,94.0,19.0,91.0,2.0,94.0,3.0,89.0,3.0,87.0,3.0,83.0,3.0,94.0,4.0,3.0,2.19,2.13,141,4,0,0,3,1,0,0,0,4,151,2,0,0,0,2,0,0,1,2,484.0,484.0,484.0,497.0,21.0,21.0,21.0,22.0,23.04761904761905,23.04761904761905,23.04761904761905,22.59090909090909,10.2
17K354,57,18,0,26,0,THE SCHOOL OF INTEGRATED LEARNING,17,11213,0,0.792,,11,3,78,13,91,3,92.0,27.0,99.0,4.0,97.0,4.0,96.0,4.0,95.0,4.0,88.0,4.0,98.0,4.0,4.0,2.69,2.64,62,9,0,6,0,0,0,0,0,7,66,8,0,5,2,0,0,0,0,7,227.0,317.0,213.0,213.0,15.0,16.0,12.0,12.0,15.133333333333333,19.8125,17.75,17.75,7.5
18K581,58,18,0,56,1,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,18,11203,1,0.7,,11,2,89,2,91,2,92.0,23.0,83.0,3.0,76.0,2.0,80.0,3.0,75.0,2.0,80.0,3.0,81.0,2.0,3.0,2.17,2.15,39,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,186.0,125.0,124.0,125.0,9.0,7.0,6.0,6.0,20.666666666666668,17.857142857142858,20.666666666666668,20.83333333333333,9.599999999999998
29Q192,152,18,0,11,0,I.S. 192 THE LINDEN,29,11412,0,0.487,,5,3,86,8,95,1,94.0,14.0,92.0,2.0,95.0,3.0,92.0,4.0,90.0,4.0,98.0,4.0,96.0,4.0,3.0,2.32,2.13,204,6,0,5,0,1,0,0,0,4,208,6,0,5,1,0,0,0,0,4,530.0,556.0,487.0,428.0,24.0,23.0,21.0,18.0,22.08333333333333,24.17391304347826,23.190476190476193,23.777777777777782,14.900000000000004
31R028,60,18,0,16,0,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31,10304,0,0.705,,3,9,52,31,83,7,93.0,23.0,93.0,,87.0,,91.0,,90.0,,87.0,,91.0,,,2.38,2.43,56,2,0,0,0,0,0,0,0,2,56,4,0,1,0,0,0,0,0,2,60.0,124.0,120.0,30.0,2.0,6.0,5.0,1.0,30.0,20.666666666666668,24.0,30.0,11.2
01M378,90,19,0,19,0,SCHOOL FOR GLOBAL LEADERS,1,10002,0,0.764,,8,15,22,58,81,2,92.0,27.0,79.0,3.0,87.0,3.0,82.0,3.0,77.0,2.0,76.0,2.0,88.0,3.0,4.0,2.34,2.48,69,2,0,1,0,0,0,0,0,1,69,8,0,0,4,3,0,0,0,5,282.0,335.0,282.0,268.0,14.0,16.0,14.0,13.0,20.142857142857142,20.9375,20.142857142857142,20.615384615384613,10.8
08X448,134,19,0,15,0,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,8,10473,0,0.802,,11,2,31,65,96,1,91.0,31.0,86.0,3.0,88.0,4.0,87.0,3.0,81.0,2.0,84.0,3.0,90.0,3.0,4.0,2.31,2.33,115,5,0,0,4,0,0,0,0,3,117,2,0,0,2,0,0,0,0,0,376.0,376.0,376.0,376.0,13.0,14.0,14.0,13.0,28.923076923076927,26.857142857142854,26.857142857142854,28.923076923076927,13.599999999999996
10X308,92,19,0,23,0,BRONX DANCE ACADEMY SCHOOL,10,10467,0,0.8240000000000001,,6,2,21,77,97,1,94.0,18.0,89.0,3.0,86.0,3.0,86.0,3.0,74.0,2.0,73.0,2.0,86.0,3.0,3.0,2.52,2.54,94,5,0,0,4,0,0,0,0,5,94,1,0,0,1,0,0,0,0,1,542.0,524.0,276.0,276.0,19.0,19.0,10.0,10.0,28.52631578947368,27.578947368421048,27.6,27.6,13.5
12X190,86,19,0,24,0,E.S.M.T- I.S. 190,12,10460,0,0.852,,10,1,25,71,96,1,93.0,24.0,87.0,3.0,84.0,3.0,80.0,2.0,74.0,2.0,77.0,2.0,82.0,2.0,3.0,2.25,2.22,75,2,0,0,2,0,0,0,0,2,73,2,0,0,2,0,0,0,0,2,324.0,348.0,327.0,255.0,16.0,18.0,16.0,13.0,20.25,19.33333333333333,20.4375,19.615384615384613,9.900000000000002
16K267,87,19,0,22,0,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",16,11221,0,0.826,,10,2,63,25,87,3,86.0,46.0,97.0,3.0,93.0,3.0,86.0,2.0,92.0,4.0,80.0,3.0,91.0,3.0,4.0,2.43,2.42,35,4,0,3,1,0,0,0,0,3,28,4,0,1,2,0,0,0,0,3,293.0,315.0,158.0,158.0,17.0,18.0,9.0,9.0,17.235294117647058,17.5,17.555555555555557,17.555555555555557,8.9
21K690,103,19,0,6,0,BROOKLYN STUDIO SECONDARY SCHOOL,21,11214,0,0.608,,13,18,3,29,33,49,95.0,16.0,85.0,2.0,75.0,2.0,82.0,3.0,69.0,2.0,67.0,1.0,78.0,2.0,4.0,2.77,2.67,68,2,0,0,0,0,1,0,0,1,71,6,0,0,0,0,3,0,0,4,473.0,455.0,268.0,268.0,22.0,20.0,12.0,12.0,21.5,22.75,22.33333333333333,22.33333333333333,15.699999999999998
04M057,95,20,0,20,0,JAMES WELDON JOHNSON,4,10029,0,0.885,26905.07,12,4,26,67,93,2,92.0,28.0,92.0,3.0,85.0,3.0,85.0,3.0,81.0,3.0,82.0,2.0,91.0,3.0,4.0,2.46,2.57,91,2,0,0,0,0,0,0,0,2,91,4,0,2,0,0,0,0,0,4,652.0,414.0,287.0,287.0,26.0,16.0,11.0,11.0,25.07692307692308,25.875,26.09090909090909,26.09090909090909,12.199999999999998
04M825,59,20,0,36,0,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,4,10029,0,0.8420000000000001,,9,5,29,64,94,1,93.0,23.0,84.0,2.0,87.0,2.0,85.0,3.0,84.0,3.0,80.0,3.0,92.0,3.0,3.0,2.24,2.15,75,5,0,2,1,0,0,0,0,5,77,1,0,0,0,0,0,0,0,1,258.0,197.0,197.0,197.0,12.0,8.0,8.0,8.0,21.5,24.625,24.625,24.625,12.0
06M324,132,20,0,13,0,M.S. 324 - PATRIA MIRABAL,6,10032,0,0.779,,27,2,11,85,95,3,95.0,15.0,93.0,4.0,95.0,4.0,91.0,4.0,92.0,4.0,85.0,3.0,94.0,4.0,4.0,2.33,2.62,136,2,0,1,1,0,0,0,0,2,141,6,0,1,4,0,0,0,0,6,483.0,422.0,422.0,421.0,21.0,18.0,17.0,18.0,23.0,23.444444444444446,24.823529411764714,23.38888888888889,12.099999999999996
12X383,91,20,0,23,0,EMOLIOR ACADEMY,12,10460,0,0.8390000000000001,,21,4,25,64,89,2,90.0,37.0,76.0,1.0,84.0,3.0,82.0,2.0,83.0,3.0,83.0,3.0,92.0,3.0,3.0,2.22,2.33,80,2,0,0,0,0,0,0,0,2,81,3,0,1,1,0,0,0,0,3,502.0,502.0,251.0,251.0,21.0,26.0,13.0,14.0,23.904761904761905,19.30769230769231,19.30769230769231,17.928571428571427,11.2
13K113,104,20,0,23,0,M.S. 113 RONALD EDMONDS LEARNING CENTER,13,11205,0,0.797,,3,4,75,18,93,2,92.0,28.0,81.0,3.0,79.0,2.0,83.0,2.0,73.0,2.0,76.0,2.0,85.0,2.0,2.0,2.31,2.21,111,3,0,1,0,0,0,0,0,2,110,0,0,0,0,0,0,0,0,0,319.0,319.0,319.0,319.0,15.0,15.0,15.0,15.0,21.266666666666666,21.266666666666666,21.266666666666666,21.266666666666666,12.7
16K681,33,20,0,32,0,MADIBA PREP MIDDLE SCHOOL,16,11221,0,0.759,,7,1,76,21,97,2,91.0,27.0,87.0,2.0,87.0,3.0,84.0,3.0,76.0,2.0,80.0,3.0,88.0,3.0,2.0,2.18,2.13,42,0,0,0,0,0,0,0,0,0,42,2,0,1,0,0,0,0,0,2,221.0,135.0,135.0,135.0,11.0,7.0,6.0,6.0,20.09090909090909,19.285714285714285,22.5,22.5,7.9
17K543,64,20,0,12,0,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17,11226,0,0.536,,0,3,86,8,94,1,97.0,6.0,97.0,4.0,96.0,4.0,89.0,4.0,91.0,4.0,90.0,4.0,94.0,4.0,3.0,2.96,2.98,58,2,0,2,0,0,0,0,0,2,58,7,0,4,0,0,0,0,0,5,264.0,243.0,244.0,199.0,12.0,11.0,11.0,9.0,22.0,22.09090909090909,22.181818181818183,22.11111111111111,17.900000000000006
23K518,77,20,0,26,0,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),23,11212,0,0.6970000000000001,,1,1,90,8,97,1,94.0,16.0,94.0,3.0,83.0,3.0,85.0,3.0,83.0,3.0,77.0,3.0,89.0,3.0,3.0,2.51,2.32,52,3,0,3,0,0,0,0,0,3,52,2,0,1,0,0,0,0,0,2,198.0,197.0,197.0,197.0,9.0,9.0,9.0,9.0,22.0,21.88888888888889,21.88888888888889,21.88888888888889,15.8
32K377,51,20,0,44,1,P.S. 377 ALEJANDRINA B. DE GAUTIER,32,11221,0,0.8190000000000001,36894.07,19,1,12,85,97,2,91.0,32.0,90.0,2.0,85.0,3.0,85.0,2.0,73.0,2.0,81.0,2.0,89.0,3.0,2.0,2.14,2.22,50,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,0,1,143.0,143.0,143.0,143.0,9.0,9.0,10.0,9.0,15.888888888888891,15.888888888888891,14.3,15.888888888888891,10.900000000000004
03M421,74,21,0,28,0,WEST PREP ACADEMY,3,10025,0,0.767,,5,2,52,39,91,5,92.0,25.0,90.0,3.0,97.0,4.0,83.0,3.0,94.0,4.0,86.0,4.0,94.0,3.0,3.0,2.31,2.45,55,0,0,0,0,0,0,0,0,0,55,2,0,1,0,0,1,0,0,1,214.0,204.0,24.0,204.0,11.0,10.0,1.0,8.0,19.454545454545453,20.4,24.0,25.5,10.7
05M129,63,21,0,38,0,P.S. 129 JOHN H. FINLEY,5,10027,0,0.8540000000000001,31077.89,11,2,42,51,93,1,92.0,33.0,90.0,2.0,91.0,2.0,82.0,2.0,76.0,2.0,81.0,2.0,89.0,3.0,3.0,2.38,2.29,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,191.0,165.0,165.0,165.0,10.0,10.0,8.0,9.0,19.1,16.5,20.625,18.33333333333333,13.300000000000002
08X467,111,21,0,18,0,MOTT HALL COMMUNITY SCHOOL,8,10465,0,0.639,,6,4,10,69,79,18,92.0,31.0,74.0,2.0,80.0,3.0,81.0,2.0,57.0,1.0,78.0,2.0,81.0,2.0,2.0,2.28,2.22,77,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,390.0,316.0,322.0,320.0,17.0,14.0,14.0,14.0,22.94117647058824,22.57142857142857,23.0,22.857142857142854,12.5
